,Winner,Team1,Team2,Team1_Score,Team2_Score,Map
25661,SODMG,Party Astronauts,SODMG,16,6,Nuke
25662,Farmers,SODMG,Farmers,16,7,Cache
25663,SODMG,Farmers,SODMG,12,16,Inferno
25664,STEP,STEP,Mock-it,8,16,Inferno
25665,Mock-it,Mock-it,STEP,9,16,Overpass
25666,STEP,STEP,Mock-it,16,10,Vertigo
25667,Endpoint,Endpoint,STEP,6,16,Vertigo
25668,Ambush,STEP,Ambush,10,16,Overpass
25669,STEP,Endpoint,STEP,15,19,Nuke
25670,Ambush,STEP,Ambush,10,16,Vertigo
25671,STEP,Ambush,STEP,17,19,Mirage
25672,Endpoint,STEP,Endpoint,16,5,Nuke
25673,Endpoint,Endpoint,STEP,9,16,Overpass
25674,STEP,STEP,Vulkanbet,25,21,Train
25675,Vulkanbet,Vulkanbet,STEP,9,16,Vertigo
25676,Syman,STEP,Syman,10,16,Overpass
25677,STEP,Vulkanbet,STEP,16,9,Nuke
25678,HYDR,STEP,HYDR,14,16,Mirage
25679,AGF,AGF,STEP,16,11,Inferno
25680,STEP,STEP,AGO,16,13,Train
25681,AGF,AGF,STEP,16,13,Train
25682,STEP,STEP,Maknitude,7,16,Mirage
25683,HYDR,HYDR,STEP,22,19,Nuke
25684,GameAgents,STEP,GameAgents,16,7,Mirage
25685,ad hoc,ad hoc,STEP,16,14,Nuke
25686,BLUEJAYS,STEP,BLUEJAYS,17,19,Vertigo
25687,GameAgents,GameAgents,STEP,9,16,Overpass
25688,STEP,STEP,Copenhagen Flames,5,16,Inferno
25689,STEP,BLUEJAYS,STEP,14,16,Dust2
25690,SYF,SYF,R!OT,16,13,Train
25691,SYF,Content,SYF,13,16,Overpass
25692,Genuine,SYF,Genuine,10,16,Train
25693,SYF,Rooster,SYF,13,16,Inferno
25694,DINQ,SYF,DINQ,16,5,Mirage
25695,SYF,ORDER,SYF,16,7,Inferno
25696,Downfall,SYF,Downfall,16,6,Mirage
25697,rewound,rewound,SYF,16,14,Inferno
25698,SYF,SYF,Ground Zero,9,16,Inferno
25699,Jade,Jade,SYF,16,13,Dust2
25700,MC,SYF,MC,16,9,Mirage
25701,SYF,Genuine,SYF,16,2,Nuke
25702,Genuine,SYF,Genuine,16,4,Nuke
25703,Chiefs,Chiefs,SYF,16,13,Inferno
25704,rewound,SYF,rewound,16,4,Dust2
25705,ex-Athletico,ex-Athletico,SYF,16,13,Mirage
25706,madlikewizards,SYF,madlikewizards,16,19,Mirage
25707,Paradox,Paradox,SYF,16,12,Dust2
25708,Bizarre,SYF,Bizarre,11,16,Nuke
25709,SYF,Justice,SYF,10,16,Overpass
25710,SYF,SYF,Monky See Monky Do,5,16,Inferno
25711,SYF,Grayhound,SYF,16,4,Train
25712,Corvidae,SYF,Corvidae,12,16,Train
25713,SYF,Genuine,SYF,16,4,Train
25714,SYF,SYF,Chiefs,5,16,Train
25715,Ground Zero,Ground Zero,SYF,16,13,Dust2
25716,SYF,SYF,rewound,16,14,Mirage
25717,SYF,Ground Zero,SYF,16,19,Overpass
25718,Paradox,SYF,Paradox,12,16,Train
25719,SYF,Ground Zero,SYF,19,22,Nuke
25720,Bizarre,SYF,Bizarre,16,4,Mirage
25721,MC,MC,SYF,9,16,Overpass
25722,ZOOWEEMAMA,SYF,ZOOWEEMAMA,16,4,Mirage
25723,SYF,Genuine,SYF,12,16,Overpass
25724,SYF,SYF,Buckets,16,11,Dust2
25725,rewound,rewound,SYF,9,16,Mirage
25726,SYF,SYF,Genuine,19,16,Nuke
25727,SYF,madlikewizards,SYF,16,7,Inferno
25728,SYF,SYF,Genuine,9,16,Train
25729,SYF,MARKandLARRY,SYF,16,9,Dust2
25730,SYF,SYF,PC419,6,16,Dust2
25731,MARKandLARRY,MARKandLARRY,SYF,5,16,Mirage
25732,PC419,SYF,PC419,14,16,Nuke
25733,SYF,MARKandLARRY,SYF,11,16,Overpass
25734,unfortunate circumstances ,SYF,unfortunate circumstances ,16,8,Overpass
25735,Bizarre,Bizarre,SYF,16,13,Inferno
25736,SYF,SYF,unfortunate circumstances ,16,11,Mirage
25737,SYF,Monky See Monky Do,SYF,13,16,Overpass
25738,SYF,SYF,ex-Genuine,7,16,Train
25739,Monky See Monky Do,Monky See Monky Do,SYF,16,14,Nuke
25740,ex-Genuine,SYF,ex-Genuine,11,16,Inferno
25741,SYF,madlikewizards,SYF,16,9,Nuke
25742,pro100,Salamander,pro100,14,16,Mirage
25743,Salamander,pro100,Salamander,13,16,Inferno
25744,Salamander,Salamander,Budapest Five,19,15,Inferno
25745,Salamander,pro100,Salamander,16,5,Cache
25746,Salamander,Salamander,pullerZ,16,11,Mirage
25747,ATMOS,ATMOS,Salamander,19,15,Inferno
25748,Valiance,Salamander,Valiance,12,16,Nuke
25749,ATMOS,ATMOS,Salamander,19,15,Dust2
25750,GAMERZONE,Salamander,GAMERZONE,17,19,Train
25751,Salamander,Budapest Five,Salamander,17,19,Mirage
25752,GAMERZONE,Salamander,GAMERZONE,13,16,Inferno
25753,Salamander,Nordavind,Salamander,17,19,Inferno
25754,bruto500,Salamander,bruto500,16,7,Train
25755,Salamander,Valiance,Salamander,16,7,Mirage
25756,Salamander,Salamander,BLUEJAYS,6,16,Nuke
25757,GAMERZONE,GAMERZONE,Salamander,7,16,Mirage
25758,Salamander,Salamander,Budapest Five,16,14,Train
25759,GAMERZONE,GAMERZONE,Salamander,6,16,Nuke
25760,Salamander,Salamander,Nexus,6,16,Mirage
25761,Movistar Riders,Movistar Riders,Salamander,16,13,Nuke
25762,Salamander,Salamander,Nexus,16,14,Inferno
25763,Salamander,balenciaga,Salamander,14,16,Vertigo
25764,Finest,Salamander,Finest,18,21,Inferno
25765,Salamander,balenciaga,Salamander,11,16,Train
25766,Salamander,Salamander,Syman,16,11,Mirage
25767,Salamander,BLUEJAYS,Salamander,16,5,Mirage
25768,Salamander,Salamander,AVEZ,8,16,Nuke
25769,Salamander,Budapest Five,Salamander,16,9,Mirage
25770,AVEZ,Salamander,AVEZ,13,16,Overpass
25771,Salamander,Nexus,Salamander,16,19,Nuke
25772,Unique,Salamander,Unique,16,8,Nuke
25773,Salamander,FATE,Salamander,16,5,Inferno
25774,Salamander,Salamander,Juggernauts,16,14,Nuke
25775,Salamander,FATE,Salamander,16,5,Overpass
25776,Salamander,Salamander,Tricked,16,12,Nuke
25777,Finest,Finest,Salamander,16,12,Train
25778,Salamander,Salamander,Tricked,16,12,Nuke
25779,Salamander,Syman,Salamander,20,22,Nuke
25780,Salamander,Salamander,Tricked,16,12,Nuke
25781,Salamander,AVEZ,Salamander,14,16,Train
25782,Salamander,Salamander,Tricked,16,12,Nuke
25783,Unique,Unique,Salamander,9,16,Train
25784,Salamander,Salamander,Tricked,16,12,Nuke
25785,Salamander,Juggernauts,Salamander,16,7,Mirage
25786,Salamander,Salamander,Tricked,16,12,Nuke
25787,Juggernauts,Juggernauts,Salamander,19,17,Train
25788,Salamander,Salamander,Tricked,16,12,Nuke
25789,Salamander,Tricked,Salamander,16,9,Mirage
25790,Salamander,Salamander,Tricked,16,12,Nuke
25791,Salamander,Tricked,Salamander,10,16,Train
25792,Salamander,Salamander,Tricked,16,12,Nuke
25793,Salamander,Tricked,Salamander,16,9,Mirage
25794,Salamander,Salamander,Tricked,16,12,Nuke
25795,Salamander,Tricked,Salamander,10,16,Train
25796,Salamander,Salamander,Tricked,16,12,Nuke
25797,Salamander,Tricked,Salamander,16,9,Mirage
25798,Salamander,Salamander,Tricked,16,12,Nuke
25799,Salamander,Tricked,Salamander,10,16,Train
25800,ALTERNATE aTTaX,Salamander,ALTERNATE aTTaX,13,16,Inferno
25801,Salamander,Tricked,Salamander,16,9,Mirage
25802,Salamander,Salamander,ALTERNATE aTTaX,2,16,Overpass
25803,Salamander,Tricked,Salamander,10,16,Train
25804,Unique,Salamander,Unique,16,2,Mirage
25805,Salamander,Tricked,Salamander,16,9,Mirage
25806,Ambush,Salamander,Ambush,16,19,Overpass
25807,Salamander,Tricked,Salamander,10,16,Train
25808,Vexed,Salamander,Vexed,11,16,Overpass
25809,Salamander,Tricked,Salamander,16,9,Mirage
25810,ttc,Salamander,ttc,13,16,Mirage
25811,Salamander,Tricked,Salamander,10,16,Train
25812,Salamander,Salamander,ttc,16,11,Inferno
25813,Salamander,Tricked,Salamander,16,9,Mirage
25814,SKADE,Salamander,SKADE,14,16,Inferno
25815,Salamander,Tricked,Salamander,10,16,Train
25816,SKADE,Salamander,SKADE,10,16,Mirage
25817,Salamander,Tricked,Salamander,16,9,Mirage
25818,Salamander,Salamander,Unique,16,13,Nuke
25819,Salamander,Tricked,Salamander,10,16,Train
25820,ALTERNATE aTTaX,Salamander,ALTERNATE aTTaX,14,16,Dust2
25821,Salamander,Tricked,Salamander,16,9,Mirage
25822,Salamander,Salamander,Tricked,16,12,Mirage
25823,Salamander,Tricked,Salamander,10,16,Train
25824,Salamander,Salamander,AGO,16,12,Train
25825,Salamander,Tricked,Salamander,16,9,Mirage
25826,Salamander,Salamander,AGO,16,13,Dust2
25827,Salamander,Tricked,Salamander,10,16,Train
25828,ALTERNATE aTTaX,Salamander,ALTERNATE aTTaX,10,16,Inferno
25829,Salamander,Tricked,Salamander,16,9,Mirage
25830,Tricked,Salamander,Tricked,16,8,Train
25831,Salamander,Tricked,Salamander,10,16,Train
25832,Salamander,Salamander,Hard Legion,8,16,Train
25833,Salamander,Tricked,Salamander,16,9,Mirage
25834,Salamander,Salamander,Hard Legion,5,16,Inferno
25835,Salamander,Tricked,Salamander,10,16,Train
25836,Salamander,Salamander,Ambush,6,16,Overpass
25837,ALTERNATE aTTaX,ALTERNATE aTTaX,Salamander,9,16,Train
25838,Ambush,Salamander,Ambush,16,8,Train
25839,Salamander,Unique,Salamander,16,7,Train
25840,Salamander,Salamander,Ambush,16,12,Nuke
25841,Salamander,Unique,Salamander,11,16,Nuke
25842,Sprout,Salamander,Sprout,19,22,Dust2
25843,Salamander,Ambush,Salamander,11,16,Train
25844,Salamander,Salamander,AGO,2,16,Dust2
25845,Salamander,Ambush,Salamander,16,19,Nuke
25846,Salamander,Salamander,Hard Legion,8,16,Inferno
25847,Salamander,Vexed,Salamander,12,16,Train
25848,Sangal,Sangal,Estanbul,16,12,Overpass
25849,Estanbul,Estanbul,Sangal,22,20,Inferno
25850,Arena Bulls,Sangal,Arena Bulls,10,16,Train
25851,Estanbul,Estanbul,Sangal,4,16,Dust2
25852,Sangal,Sangal,Arena Bulls,19,17,Nuke
25853,Sangal,Arena Bulls,Sangal,11,16,Mirage
25854,Nordavind,Sangal,Nordavind,11,16,Inferno
25855,Sangal,FATE,Sangal,16,5,Inferno
25856,Sangal,Sangal,FATE,9,16,Overpass
25857,Sangal,Tenerife Titans,Sangal,12,16,Mirage
25858,Tenerife Titans,Sangal,Tenerife Titans,11,16,Nuke
25859,Tenerife Titans,Tenerife Titans,Sangal,8,16,Inferno
25860,Sangal,Sangal,Defusekids,7,16,Dust2
25861,Defusekids,Defusekids,Sangal,16,13,Inferno
25862,Santos,Santos,W7M,8,16,Overpass
25863,Santos,W7M,Santos,16,3,Mirage
25864,Santos,Santos,Isurus,16,11,Dust2
25865,Santos,Isurus,Santos,13,16,Mirage
25866,Isurus,Santos,Isurus,10,16,Inferno
25867,Santos,DETONA,Santos,16,5,Nuke
25868,Santos,Santos,DETONA,6,16,Train
25869,Santos,paiN,Santos,16,7,Cache
25870,Santos,Santos,paiN,7,16,Dust2
25871,Santos,W7M,Santos,16,3,Overpass
25872,Santos,Santos,DETONA,8,16,Mirage
25873,Santos,WePlayGames,Santos,16,9,Vertigo
25874,Santos,Santos,INTZ.Academy,16,10,Mirage
25875,Santos,RED Canids,Santos,13,16,Nuke
25876,Santos,Santos,Isurus,2,16,Mirage
25877,Reapers,Reapers,Santos,7,16,Mirage
25878,Bulldozer,Santos,Bulldozer,16,5,Dust2
25879,Bulldozer,Bulldozer,Santos,16,14,Mirage
25880,Redemption POA,Santos,Redemption POA,14,16,Train
25881,paiN,paiN,Santos,16,10,Dust2
25882,Santos,Santos,WePlayGames,2,16,Overpass
25883,Santos,W7M,Santos,16,7,Mirage
25884,ratoes,Santos,ratoes,17,19,Dust2
25885,Santos,Redemption POA,Santos,14,16,Inferno
25886,INTZ.Academy,Santos,INTZ.Academy,17,19,Dust2
25887,EOX,EOX,Santos,16,14,Inferno
25888,Santos,Santos,Isurus,2,16,Nuke
25889,DETONA,DETONA,Santos,7,16,Inferno
25890,Santos,Santos,RED Canids,16,14,Nuke
25891,Keyd,Keyd,Santos,16,13,Nuke
25892,Santos,Santos,Alma,7,16,Vertigo
25893,paiN,paiN,Santos,19,15,Inferno
25894,Santos,Santos,Make It Happen,16,10,Nuke
25895,Santos,Alma,Santos,19,22,Dust2
25896,Santos,Santos,Soberano,16,12,Vertigo
25897,Santos,Alma,Santos,11,16,Mirage
25898,Santos,Santos,RUFUS,16,12,Train
25899,Make It Happen,Make It Happen,Santos,5,16,Dust2
25900,Santos,Santos,W7M,16,12,Train
25901,Santos,Malvinas,Santos,17,19,Nuke
25902,RUFUS,Santos,RUFUS,13,16,Nuke
25903,Santos,Malvinas,Santos,11,16,Dust2
25904,Santos,Santos,Alma,9,16,Inferno
25905,Soberano,Soberano,Santos,16,14,Inferno
25906,pro100,Se7en,pro100,12,16,Inferno
25907,Se7en,LOG,Se7en,13,16,Train
25908,Se7en,Se7en,QtabENTER,16,13,Dust2
25909,Se7en,Winstrike,Se7en,16,4,Overpass
25910,LOG,Se7en,LOG,16,8,Mirage
25911,Se7en,pro100,Se7en,12,16,Inferno
25912,Winstrike,Se7en,Winstrike,15,19,Dust2
25913,Se7en,Gambit Youngsters,Se7en,12,16,Inferno
25914,Se7en,Se7en,pro100,16,14,Dust2
25915,Gambit Youngsters,Gambit Youngsters,Se7en,16,10,Mirage
25916,Se7en,Se7en,Gambit Youngsters,8,16,Vertigo
25917,OneWay,OneWay,Se7en,5,16,Mirage
25918,Se7en,Se7en,Unique,16,12,Mirage
25919,Se7en,OneWay,Se7en,12,16,Train
25920,Se7en,Se7en,Winstrike,16,11,Train
25921,Unique,Unique,Se7en,16,14,Mirage
25922,OneWay,Se7en,OneWay,14,16,Dust2
25923,Unique,Unique,Se7en,19,17,Train
25924,buaksib,Se7en,buaksib,16,6,Inferno
25925,bivaetitak,bivaetitak,Se7en,6,16,Dust2
25926,Se7en,Se7en,bivaetitak,16,11,Mirage
25927,buaksib,buaksib,Se7en,19,15,Train
25928,Se7en,Se7en,buaksib,16,11,Inferno
25929,Se7en,Gambit Youngsters,Se7en,16,6,Inferno
25930,buaksib,Se7en,buaksib,12,16,Vertigo
25931,struggletony,struggletony,Se7en,6,16,Train
25932,Se7en,Se7en,Gambit Youngsters,6,16,Dust2
25933,Se7en,paryvodnikov,Se7en,13,16,Train
25934,struggletony,Se7en,struggletony,16,7,Dust2
25935,Se7en,paryvodnikov,Se7en,13,16,Dust2
25936,Se7en,Se7en,Movistar Riders,16,11,Nuke
25937,Se7en,Aristocracy,Se7en,16,19,Dust2
25938,Movistar Riders,Se7en,Movistar Riders,16,6,Inferno
25939,Aristocracy,Aristocracy,Se7en,16,1,Nuke
25940,NewBALLS,Se7en,NewBALLS,14,16,Nuke
25941,Se7en,Aristocracy,Se7en,16,4,Mirage
25942,Espada,Se7en,Espada,17,19,Mirage
25943,GamerLegion,GamerLegion,Se7en,16,10,Dust2
25944,Se7en,Se7en,Espada,16,10,Nuke
25945,GamerLegion,GamerLegion,Se7en,16,13,Inferno
25946,SKADE,Se7en,SKADE,16,8,Dust2
25947,Se7en,BLUEJAYS,Se7en,11,16,Inferno
25948,SKADE,Se7en,SKADE,16,6,Mirage
25949,Se7en,BLUEJAYS,Se7en,16,9,Nuke
25950,SKADE,Se7en,SKADE,16,19,Inferno
25951,BLUEJAYS,BLUEJAYS,Se7en,9,16,Train
25952,SKADE,Se7en,SKADE,20,22,Nuke
25953,Se7en,Heroic,Se7en,16,3,Overpass
25954,Se7en,Se7en,PACT,34,32,Nuke
25955,Heroic,Heroic,Se7en,16,10,Inferno
25956,PACT,Se7en,PACT,18,22,Inferno
25957,Warthox,Warthox,Se7en,8,16,Inferno
25958,Se7en,Se7en,SKADE,16,13,Nuke
25959,pro100,pro100,Se7en,16,12,Nuke
25960,Tricked,Se7en,Tricked,11,16,Mirage
25961,Se7en,Japaleno,Se7en,11,16,Inferno
25962,Winstrike,Se7en,Winstrike,16,19,Nuke
25963,Se7en,Japaleno,Se7en,10,16,Dust2
25964,Syman,Se7en,Syman,19,22,Mirage
25965,Espada,Espada,Se7en,2,16,Dust2
25966,Syman,Se7en,Syman,14,16,Inferno
25967,SKADE,SKADE,Se7en,16,10,Inferno
25968,Se7en,Se7en,Absolute,8,16,Dust2
25969,Se7en,PACT,Se7en,16,7,Dust2
25970,Astro,Se7en,Astro,16,4,Dust2
25971,Se7en,SJ,Se7en,16,4,Dust2
25972,Se7en,Se7en,Absolute,16,10,Dust2
25973,Se7en,SJ,Se7en,16,4,Nuke
25974,Se7en,Se7en,Absolute,16,10,Mirage
25975,Se7en,SKADE,Se7en,16,3,Train
25976,Se7en,Se7en,Maple,16,12,Train
25977,Se7en,SKADE,Se7en,16,5,Inferno
25978,Maple,Se7en,Maple,13,16,Mirage
25979,Tricked,Tricked,Se7en,16,12,Nuke
25980,Se7en,Se7en,HZ,16,12,Mirage
25981,Se7en,Winstrike,Se7en,16,4,Dust2
25982,Se7en,Se7en,HZ,9,16,Dust2
25983,Se7en,Winstrike,Se7en,14,16,Overpass
25984,Revolt,Se7en,Revolt,10,16,Inferno
25985,Absolute,Absolute,Se7en,19,16,Train
25986,Atlants,Se7en,Atlants,16,5,Train
25987,Astro,Astro,Se7en,3,16,Inferno
25988,SG.pro,Se7en,SG.pro,13,16,Overpass
25989,Absolute,Absolute,Se7en,16,10,Inferno
25990,Secret,Secret,Nemiga,16,10,Inferno
25991,Secret,Nemiga,Secret,10,16,Mirage
25992,SJ,Secret,SJ,14,16,Dust2
25993,BIG,BIG,Secret,16,12,Nuke
25994,Secret,Secret,SJ,9,16,Nuke
25995,Secret,water gamers,Secret,16,4,Mirage
25996,Secret,Secret,Juggernauts,16,12,Mirage
25997,Secret,KOVA,Secret,22,25,Mirage
25998,Secret,Secret,KOVA,16,12,Nuke
25999,Secret,Heroic,Secret,11,16,Mirage
26000,Heroic,Secret,Heroic,12,16,Nuke
26001,Heroic,Heroic,Secret,16,11,Inferno
26002,Copenhagen Flames,Secret,Copenhagen Flames,10,16,Mirage
26003,Secret,Lyngby Vikings,Secret,20,22,Inferno
26004,Secret,Secret,Copenhagen Flames,7,16,Overpass
26005,Secret,BIG,Secret,16,9,Nuke
26006,Secret,Secret,Unique,7,16,Nuke
26007,Sprout,Sprout,Secret,16,10,Inferno
26008,Singularity,Secret,Singularity,10,16,Mirage
26009,Lyngby Vikings,Lyngby Vikings,Secret,16,11,Nuke
26010,BLUEJAYS,Secret,BLUEJAYS,16,6,Train
26011,Secret,Unique,Secret,16,9,Mirage
26012,Secret,Secret,Singularity,8,16,Dust2
26013,Secret,Singularity,Secret,10,16,Nuke
26014,Secret,Secret,AGO,16,14,Mirage
26015,Singularity,Singularity,Secret,8,16,Inferno
26016,Secret,Secret,Illuminar,16,14,Nuke
26017,BLUEJAYS,BLUEJAYS,Secret,8,16,Overpass
26018,Secret,Secret,Hard Legion,16,12,Overpass
26019,Secret,Singularity,Secret,13,16,Mirage
26020,Secret,Secret,Hard Legion,6,16,Dust2
26021,Singularity,Singularity,Secret,4,16,Nuke
26022,Secret,Secret,Heretics,16,13,Mirage
26023,AGO,AGO,Secret,7,16,Nuke
26024,Heroic,Secret,Heroic,10,16,Train
26025,Winstrike,Winstrike,Secret,16,10,Train
26026,Secret,Secret,AVEZ,8,16,Overpass
26027,Secret,Winstrike,Secret,14,16,Mirage
26028,SKADE,Secret,SKADE,16,9,Train
26029,Secret,Winstrike,Secret,16,5,Nuke
26030,Secret,Secret,BIG,8,16,Dust2
26031,Illuminar,Illuminar,Secret,6,16,Dust2
26032,BIG,Secret,BIG,13,16,Nuke
26033,Hard Legion,Hard Legion,Secret,4,16,Train
26034,Secret,Secret,Endpoint,8,16,Dust2
26035,Secret,Heretics,Secret,16,8,Inferno
26036,Secret,Secret,KOVA,16,12,Nuke
26037,Secret,Heretics,Secret,11,16,Nuke
26038,Espada,Secret,Espada,16,7,Mirage
26039,Heroic,Heroic,Secret,16,12,Dust2
26040,Secret,Secret,Sinners,8,16,Nuke
26041,sAw,sAw,Secret,6,16,Nuke
26042,Secret,Secret,Sinners,19,17,Overpass
26043,Secret,Heretics,Secret,16,3,Nuke
26044,Secret,Secret,Sinners,16,13,Mirage
26045,Endpoint,Endpoint,Secret,7,16,Train
26046,Heretics,Secret,Heretics,16,19,Nuke
26047,Endpoint,Endpoint,Secret,16,10,Inferno
26048,Secret,Secret,sAw,16,12,Nuke
26049,Secret,HellRaisers,Secret,16,7,Mirage
26050,Secret,Secret,SMASH,16,13,Dust2
26051,Secret,HellRaisers,Secret,14,16,Dust2
26052,Secret,Secret,Gambit Youngsters,6,16,Overpass
26053,Secret,HellRaisers,Secret,13,16,Train
26054,Secret,Secret,Gambit Youngsters,16,14,Mirage
26055,KOVA,KOVA,Secret,4,16,Train
26056,Complexity,Secret,Complexity,11,16,Train
26057,Secret,AVEZ,Secret,10,16,Train
26058,Serac,Serac,Buffdaddy's Paypal,9,16,Mirage
26059,Buffdaddy's Paypal,Buffdaddy's Paypal,Serac,16,10,Nuke
26060,Rise,Serac,Rise,23,25,Mirage
26061,Rise,Rise,Serac,5,16,Overpass
26062,Serac,Serac,Rise,16,11,Train
26063,Serac,Trivium,Serac,14,16,Vertigo
26064,Big Chillin,Serac,Big Chillin,11,16,Inferno
26065,Trivium,Trivium,Serac,16,14,Overpass
26066,Thunder Logic,Serac,Thunder Logic,13,16,Overpass
26067,Trivium,Trivium,Serac,16,11,Inferno
26068,Trivium,Serac,Trivium,11,16,Mirage
26069,Serac,Big Chillin,Serac,11,16,Vertigo
26070,Sharks,Sharks,Turma do Pagode,16,10,Train
26071,W7M,W7M,Sharks,16,10,Train
26072,Sharks,Sharks,W7M,16,11,Inferno
26073,Imperial,Imperial,Sharks,6,16,Train
26074,W7M,Sharks,W7M,14,16,Cache
26075,Sharks,Isurus,Sharks,16,4,Train
26076,Imperial,Sharks,Imperial,16,8,Inferno
26077,WePlayGames,WePlayGames,Sharks,4,16,Nuke
26078,Isurus,Sharks,Isurus,12,16,Dust2
26079,DETONA,DETONA,Sharks,16,14,Inferno
26080,WePlayGames,Sharks,WePlayGames,16,9,Mirage
26081,Sharks,All Knights,Sharks,11,16,Inferno
26082,DETONA,Sharks,DETONA,16,3,Nuke
26083,paiN,paiN,Sharks,5,16,Nuke
26084,Sharks,Sharks,DETONA,3,16,Dust2
26085,Sharks,DETONA,Sharks,12,16,Train
26086,Sharks,Sharks,All Knights,16,13,Cache
26087,DETONA,DETONA,Sharks,16,10,Inferno
26088,paiN,Sharks,paiN,12,16,Inferno
26089,Evidence,Evidence,Sharks,9,16,Mirage
26090,DETONA,Sharks,DETONA,11,16,Mirage
26091,W7M,W7M,Sharks,5,16,Nuke
26092,Sharks,Sharks,Evidence,16,10,Inferno
26093,Sharks,Isurus,Sharks,16,2,Dust2
26094,Sharks,Sharks,Evidence,6,16,Cache
26095,Sharks,Isurus,Sharks,16,2,Train
26096,W7M,Sharks,W7M,10,16,Cache
26097,Sharks,W7M,Sharks,11,16,Nuke
26098,W7M,Sharks,W7M,16,6,Train
26099,Sharks,DreamEaters,Sharks,12,16,Train
26100,Sharks,Sharks,W7M,9,16,Cache
26101,DreamEaters,DreamEaters,Sharks,16,13,Mirage
26102,W7M,Sharks,W7M,11,16,Inferno
26103,Sharks,Winstrike,Sharks,13,16,Dust2
26104,Sharks,Sharks,DreamEaters,8,16,Dust2
26105,Winstrike,Winstrike,Sharks,16,12,Nuke
26106,Nemiga,Sharks,Nemiga,13,16,Nuke
26107,Sharks,Winstrike,Sharks,17,19,Train
26108,Redemption POA,Sharks,Redemption POA,16,9,Train
26109,Sharks,Nemiga,Sharks,16,6,Inferno
26110,FURIA,Sharks,FURIA,13,16,Inferno
26111,Sharks,ALTERNATE aTTaX,Sharks,16,8,Dust2
26112,Sharks,Sharks,Codewise Unicorns,16,11,Nuke
26113,Sharks,ALTERNATE aTTaX,Sharks,16,7,Inferno
26114,Sharks,Sharks,forZe,16,10,Train
26115,Sharks,Valiance,Sharks,12,16,Train
26116,Sharks,Sharks,HAVU,6,16,Train
26117,Sharks,FURIA,Sharks,16,4,Vertigo
26118,Sharks,Sharks,Tricked,2,16,Dust2
26119,Sharks,Winstrike,Sharks,16,7,Dust2
26120,Sharks,Sharks,Virtus.pro,19,17,Train
26121,forZe,forZe,Sharks,5,16,Inferno
26122,Virtus.pro,Sharks,Virtus.pro,14,16,Mirage
26123,GameAgents,GameAgents,Sharks,8,16,Inferno
26124,Sharks,Sharks,Virtus.pro,8,16,Nuke
26125,Tricked,Tricked,Sharks,16,10,Train
26126,AGO,Sharks,AGO,11,16,Dust2
26127,AGO,AGO,Sharks,19,17,Train
26128,HAVU,Sharks,HAVU,13,16,Nuke
26129,HAVU,HAVU,Sharks,16,14,Train
26130,Vega Squadron,Sharks,Vega Squadron,16,2,Train
26131,Sharks,Vega Squadron,Sharks,19,22,Dust2
26132,Winstrike,Sharks,Winstrike,14,16,Dust2
26133,Sharks,Winstrike,Sharks,16,5,Mirage
26134,Sharks,Sharks,Winstrike,16,11,Train
26135,AGO,AGO,Sharks,16,11,Inferno
26136,Reapers,Sharks,Reapers,12,16,Dust2
26137,Sharks,Inflames,Sharks,16,6,Inferno
26138,Reapers,Sharks,Reapers,16,5,Mirage
26139,INTZ,INTZ,Sharks,9,16,Nuke
26140,Sharks,Sharks,Reapers,19,17,Inferno
26141,Sharks,INTZ,Sharks,12,16,Train
26142,Sharks,Sharks,Inflames,16,12,Train
26143,Isurus,Isurus,Sharks,16,11,Train
26144,Sharks,Sharks,Inflames,19,17,Mirage
26145,Isurus,Isurus,Sharks,9,16,Dust2
26146,Unique,Sharks,Unique,15,19,Mirage
26147,Sharks,Isurus,Sharks,14,16,Mirage
26148,Vega Squadron,Sharks,Vega Squadron,14,16,Mirage
26149,Unique,Unique,Sharks,16,14,Dust2
26150,Sharks,Sharks,Nemiga,9,16,Inferno
26151,Vega Squadron,Vega Squadron,Sharks,16,13,Train
26152,NRG,Sharks,NRG,14,16,Inferno
26153,Singularity,Singularity,Sharks,8,16,Nuke
26154,Singularity,Sharks,Singularity,16,6,Vertigo
26155,NRG,NRG,Sharks,16,12,Nuke
26156,INTZ,Sharks,INTZ,12,16,Mirage
26157,Sharks,Singularity,Sharks,16,7,Nuke
26158,Sharks,Sharks,FURIA,9,16,Nuke
26159,Sharks,Singularity,Sharks,10,16,Train
26160,Sharks,Sharks,TeamOne,19,17,Mirage
26161,INTZ,INTZ,Sharks,16,13,Nuke
26162,Sharks,Sharks,ATK,19,16,Inferno
26163,FURIA,FURIA,Sharks,16,12,Train
26164,eUnited,Sharks,eUnited,17,19,Dust2
26165,Sharks,Supremacy,Sharks,1,16,Mirage
26166,Sharks,Sharks,Divine,19,16,Nuke
26167,Sharks,ATK,Sharks,10,16,Train
26168,Rap Gang,Sharks,Rap Gang,16,5,Inferno
26169,Mythic,Mythic,Sharks,6,16,Nuke
26170,Rap Gang,Sharks,Rap Gang,16,3,Train
26171,Mythic,Mythic,Sharks,9,16,Dust2
26172,ryokas,Sharks,ryokas,16,5,Vertigo
26173,eUnited,eUnited,Sharks,2,16,Train
26174,Supremacy,Sharks,Supremacy,16,8,Inferno
26175,Sharks,eUnited,Sharks,16,5,Nuke
