Winner,Team1,Team2,Team1_Score,Team2_Score
MELBET,MELBET,KOVA,19,16
BIG,BIG,Secret,16,12
Legends,North,Legends,16,6
Nemiga,Nemiga,GamerLegion,16,11
Heroic,Winstrike,Heroic,17,19
HellRaisers,Hard Legion,HellRaisers,20,22
ARCY,ARCY,AGO,34,30
Cream,Cream,Unique,9,16
BIG,BIG,MELBET,16,13
North,Nemiga,North,16,9
DELIRAWOWZIK,DELIRAWOWZIK,Falkol,16,13
DELIRAWOWZIK,DELIRAWOWZIK,Falkol,8,16
DELIRAWOWZIK,Falkol,DELIRAWOWZIK,13,16
HellRaisers,HellRaisers,Heroic,4,16
Just For Fun,Gen.G,Just For Fun,14,16
Rugratz,Riot Squad,Rugratz,16,3
Recon 5,Singularity,Recon 5,16,6
Rap Gang,INTZ,Rap Gang,16,5
Chaos,RamaL,Chaos,15,19
Envy,Infinity,Envy,10,16
Vipe's Anime Squad,Vipe's Anime Squad,eUnited,9,16
New England Whalers,New England Whalers,Triumph,16,14
zurditos,Rejected,zurditos,16,4
zurditos,Rejected,zurditos,16,6
Singularity,Singularity,Riot Squad,6,16
Just For Fun,Just For Fun,Envy,16,14
DivisionX,SHIFT,DivisionX,16,8
DivisionX,DivisionX,SHIFT,8,16
Chaos,INTZ,Chaos,16,6
Peeker's Advantage,Peeker's Advantage,Just Swing,16,11
Just Swing,Just Swing,Peeker's Advantage,7,16
Bushido Boyz,Bushido Boyz,Thunder Logic,6,16
Bushido Boyz,Thunder Logic,Bushido Boyz,16,7
Rebirth,Faint,Rebirth,12,16
Faint,Faint,Rebirth,16,11
Rebirth,Faint,Rebirth,16,8
Oceanus,iNTACT,Oceanus,20,22
iNTACT,Oceanus,iNTACT,13,16
iNTACT,Oceanus,iNTACT,14,16
New England Whalers,eUnited,New England Whalers,15,19
Invictus,Invictus,Lynn Vision,5,16
R-Stars,R-Stars,DMC,16,11
ahq,Macau Legend,ahq,10,16
L9L,L9L,EHOME,5,16
ViCi,ViCi,OneThree,16,12
4Bowie,4Bowie,TYLOO,5,16
ahq,DMC,ahq,10,16
Cataclysm,SuperOVD,Cataclysm,16,8
Cataclysm,SuperOVD,Cataclysm,16,6
Macau Legend,Invictus,Macau Legend,16,9
Lynn Vision,Lynn Vision,R-Stars,16,10
4Bowie,ViCi,4Bowie,16,5
L9L,OneThree,L9L,14,16
EHOME,TYLOO,EHOME,16,7
DMC,DMC,Lynn Vision,3,16
ahq,ahq,Invictus,8,16
Macau Legend,R-Stars,Macau Legend,16,7
EHOME,OneThree,EHOME,16,9
4Bowie,L9L,4Bowie,12,16
DMC,DMC,Invictus,8,16
TYLOO,ViCi,TYLOO,12,16
Macau Legend,Lynn Vision,Macau Legend,16,3
ahq,R-Stars,ahq,16,4
Cataclysm,Cataclysm,DivisionX,8,16
DivisionX,DivisionX,Cataclysm,19,17
4Bowie,EHOME,4Bowie,13,16
Macau Legend,DMC,Macau Legend,16,9
ahq,Lynn Vision,ahq,16,6
OneThree,TYLOO,OneThree,16,6
L9L,L9L,ViCi,6,16
Invictus,Invictus,R-Stars,4,16
L9L,TYLOO,L9L,16,2
4Bowie,OneThree,4Bowie,16,4
SKADE,SKADE,Nordavind,19,16
SKADE,Nordavind,SKADE,10,16
SHIFT,SHIFT,SuperOVD,16,12
SHIFT,SHIFT,SuperOVD,16,13
ViCi,ViCi,EHOME,28,24
BIG,BIG,Sprout,16,1
BIG,BIG,Sprout,16,11
PRINCEADIL,Fierce,PRINCEADIL,10,16
Fierce,Fierce,PRINCEADIL,16,10
Fierce,PRINCEADIL,Fierce,10,16
KPI,Owned,KPI,11,16
Owned,Owned,KPI,9,16
Wisla Krakow,PACT,Wisla Krakow,10,16
PACT,Wisla Krakow,PACT,16,7
Heroic,Heroic,BIG,16,13
Heroic,BIG,Heroic,10,16
GamerLegion,GamerLegion,FATE,16,13
FATE,FATE,GamerLegion,16,13
GamerLegion,FATE,GamerLegion,26,28
MAJESTY,Espada,MAJESTY,16,7
MAJESTY,Espada,MAJESTY,16,2
ARCY,Unique,ARCY,13,16
Phoenix,TheDice,Phoenix,13,16
Phoenix,Phoenix,TheDice,16,14
ARCY,Nemiga,ARCY,14,16
Nemiga,ARCY,Nemiga,16,8
New England Whalers,INTZ,New England Whalers,16,8
New England Whalers,New England Whalers,INTZ,6,16
Agressive,Agressive,9z,16,11
Alma,Alma,DELIRAWOWZIK,4,16
Alma,Alma,DELIRAWOWZIK,7,16
Agressive,Agressive,9z,19,17
Riot Squad,Riot Squad,Just For Fun,16,12
Riot Squad,Just For Fun,Riot Squad,10,16
Bushido Boyz,Bushido Boyz,Peeker's Advantage,16,10
Bushido Boyz,Peeker's Advantage,Bushido Boyz,12,16
Oceanus,Oceanus,Faint,16,10
Oceanus,Oceanus,Faint,6,16
Faint,Faint,Oceanus,3,16
Syman,TYLOO,Syman,1,16
Syman,Syman,TYLOO,16,14
OneThree,OneThree,ahq,16,10
BTRG,Keyd,BTRG,21,25
Keyd,BTRG,Keyd,16,9
Invictus,4Bowie,Invictus,11,16
Sway,Sway,CLG Red,3,16
CLG Red,CLG Red,Sway,19,16
Lynn Vision,ViCi,Lynn Vision,16,6
ViCi,ViCi,Lynn Vision,16,10
TYLOO,R-Stars,TYLOO,1,16
R-Stars,R-Stars,TYLOO,2,16
NiP,FaZe,NiP,13,16
FaZe,NiP,FaZe,16,7
Besiktas,Besiktas,TYLOO fe,19,15
TYLOO fe,Besiktas,TYLOO fe,16,7
Heretics,Defusekids,Heretics,11,16
Heretics,Heretics,Defusekids,16,13
PACT,Winstrike,PACT,16,3
Winstrike,Winstrike,PACT,16,13
Cream,Cream,Brute,16,14
Cream,Cream,Brute,16,14
AVEZ,AVEZ,Giants,16,1
Giants,AVEZ,Giants,16,5
RUFUS,RUFUS,RED Canids,16,12
Project X,SKADE,Project X,12,16
SKADE,Project X,SKADE,11,16
Project X,Project X,SKADE,16,14
Vexed,Vexed,LDLC,16,10
Vexed,Vexed,LDLC,6,16
Vexed,Vexed,LDLC,9,16
paiN,W7M,paiN,16,5
Astralis,Liquid,Astralis,12,16
Astralis,Astralis,Liquid,16,13
OFFSET,OFFSET,Movistar Riders,3,16
OFFSET,Movistar Riders,OFFSET,11,16
Movistar Riders,Movistar Riders,OFFSET,16,12
OG,mousesports,OG,16,8
RED Canids,Isurus,RED Canids,16,7
mousesports,OG,mousesports,14,16
Sprout,Giants,Sprout,16,6
Giants,Sprout,Giants,16,9
Sprout,Sprout,Giants,19,15
Virtus.pro,mousesports,Virtus.pro,16,6
DETONA,DETONA,paiN,16,13
Virtus.pro,Virtus.pro,mousesports,16,11
Virtus.pro,Virtus.pro,FURIA,9,16
RUFUS,Isurus,RUFUS,16,9
FURIA,FURIA,Virtus.pro,5,16
Rejected,Rejected,Agressive,8,16
Agressive,Agressive,Rejected,16,14
DETONA,W7M,DETONA,16,8
Redemption POA,Evidence,Redemption POA,22,25
Redemption POA,Redemption POA,Evidence,16,10
G2,G2,FURIA,16,14
G2,G2,FURIA,16,11
BTRG,Syman,BTRG,16,9
BTRG,Syman,BTRG,16,4
MIBR,MIBR,G2,16,11
Singularity,Singularity,Just For Fun,3,16
Chaos,Finch,Chaos,17,19
MIBR,G2,MIBR,16,3
Holding W,Gen.G,Holding W,16,8
OneThree,Lynn Vision,OneThree,12,16
Lynn Vision,Lynn Vision,OneThree,16,14
Lynn Vision,Lynn Vision,OneThree,16,10
TYLOO,TYLOO,Keyd,16,13
Keyd,TYLOO,Keyd,16,8
Besiktas,CLG Red,Besiktas,11,16
CLG Red,CLG Red,Besiktas,16,13
CLG Red,Besiktas,CLG Red,10,16
R-Stars,Invictus,R-Stars,12,16
Invictus,Invictus,R-Stars,16,12
R-Stars,Invictus,R-Stars,14,16
Movistar Riders,CR4ZY,Movistar Riders,16,8
GODSENT,Illuminar,GODSENT,16,8
Astralis,Astralis,NiP,16,11
NiP,NiP,Astralis,8,16
TYLOO,TYLOO,ViCi,22,20
ViCi,TYLOO,ViCi,10,16
ViCi,ViCi,TYLOO,16,10
Sway,Sway,TYLOO fe,7,16
TYLOO fe,Sway,TYLOO fe,12,16
North,BIG,North,16,19
R-Stars,R-Stars,Lynn Vision,5,16
Lynn Vision,Lynn Vision,R-Stars,16,13
Gambit Youngsters,Gambit Youngsters,MAD Lions,7,16
DETONA,RED Canids,DETONA,11,16
RED Canids,DETONA,RED Canids,16,8
CR4ZY,CR4ZY,North,16,11
Liquid,FaZe,Liquid,13,16
FaZe,Liquid,FaZe,12,16
Liquid,Liquid,FaZe,16,10
Virtus.pro,Virtus.pro,OG,19,15
forZe,forZe,HAVU,22,20
forZe,HAVU,forZe,13,16
Illuminar,MAD Lions,Illuminar,16,4
OG,OG,Virtus.pro,19,17
paiN,RUFUS,paiN,10,16
paiN,paiN,RUFUS,16,14
OG,OG,G2,9,16
OG,G2,OG,14,16
INTZ,Riot Squad,INTZ,14,16
Riot Squad,INTZ,Riot Squad,16,19
INTZ,Riot Squad,INTZ,17,19
Riot Squad,INTZ,Riot Squad,16,4
Brazen,Brazen,eUnited,5,16
mousesports,mousesports,G2,2,16
eUnited,eUnited,Chaos,9,16
Chaos,Chaos,eUnited,16,10
mousesports,mousesports,G2,3,16
MIBR,mousesports,MIBR,16,7
mousesports,mousesports,MIBR,7,16
Just For Fun,Gen.G,Just For Fun,16,7
Just For Fun,Gen.G,Just For Fun,16,4
Imperial,Imperial,Reapers,16,12
Imperial,Imperial,Reapers,19,16
MIBR,FURIA,MIBR,16,9
FURIA,MIBR,FURIA,17,19
Lynn Vision,Lynn Vision,TYLOO,16,10
TYLOO,Lynn Vision,TYLOO,14,16
TYLOO,TYLOO,Lynn Vision,8,16
Besiktas,Besiktas,TYLOO fe,16,11
Besiktas,Besiktas,TYLOO fe,16,1
Besiktas,CLG Red,Besiktas,11,16
CLG Red,CLG Red,Besiktas,16,12
Besiktas,Besiktas,CLG Red,9,16
ttc,Sprout,ttc,16,9
ttc,ttc,Sprout,5,16
Movistar Riders,Movistar Riders,BIG,19,15
Movistar Riders,BIG,Movistar Riders,16,19
Juggernauts,Juggernauts,ARCY,16,11
ARCY,ARCY,Juggernauts,8,16
Lynn Vision,ViCi,Lynn Vision,16,4
Lynn Vision,ViCi,Lynn Vision,13,16
Lynn Vision,ViCi,Lynn Vision,12,16
Wisla Krakow,Wisla Krakow,AGO,16,13
AGO,AGO,Wisla Krakow,19,17
Wisla Krakow,AGO,Wisla Krakow,13,16
Liquid,Liquid,NiP,16,10
Liquid,NiP,Liquid,14,16
Unicorns of Love,Unicorns of Love,ALTERNATE aTTaX,8,16
Unicorns of Love,Unicorns of Love,ALTERNATE aTTaX,9,16
GODSENT,Gambit Youngsters,GODSENT,14,16
Gambit Youngsters,GODSENT,Gambit Youngsters,14,16
GODSENT,Gambit Youngsters,GODSENT,14,16
pro100,pro100,Copenhagen Flames,16,10
Copenhagen Flames,Copenhagen Flames,pro100,16,14
pro100,Copenhagen Flames,pro100,14,16
Kinship,Oceanus,Kinship,16,4
Kinship,Kinship,Oceanus,3,16
The Home of the Grave,The Home of the Grave,Asuna's Anime Aimers,16,13
Asuna's Anime Aimers,Asuna's Anime Aimers,The Home of the Grave,16,12
The Home of the Grave,Asuna's Anime Aimers,The Home of the Grave,16,5
UCF Knights,Cyberstorm,UCF Knights,15,19
UCF Knights,UCF Knights,Cyberstorm,22,19
DETONA,Isurus,DETONA,14,16
DETONA,DETONA,Isurus,9,16
Isurus,Isurus,DETONA,9,16
Thunder Logic,Thunder Logic,Empire,9,16
Thunder Logic,Thunder Logic,Empire,16,12
Thunder Logic,Thunder Logic,Empire,19,17
Rugratz,forZe,Rugratz,16,4
North,North,Movistar Riders,16,11
Movistar Riders,Movistar Riders,North,5,16
ALTERNATE aTTaX,Sprout,ALTERNATE aTTaX,16,5
Sprout,ALTERNATE aTTaX,Sprout,10,16
Astralis,Astralis,Liquid,16,11
Astralis,Liquid,Astralis,12,16
ORDER,ORDER,INTZ,7,16
Virtus.pro,G2,Virtus.pro,16,8
Arrow,Daryl's make a wish,Arrow,16,9
Arrow,Arrow,Daryl's make a wish,6,16
Big Chillin,Big Chillin,Gorilla Gang,16,11
Gorilla Gang,Gorilla Gang,Big Chillin,16,12
Gorilla Gang,Big Chillin,Gorilla Gang,13,16
Bad News Bandits,Divine,Bad News Bandits,16,5
Divine,Bad News Bandits,Divine,10,16
Oceanus,Oceanus,J Money Crew,16,14
J Money Crew,J Money Crew,Oceanus,16,12
J Money Crew,J Money Crew,Oceanus,16,11
ARCY,Copenhagen Flames,ARCY,16,6
ARCY,ARCY,Copenhagen Flames,16,10
Copenhagen Flames,Copenhagen Flames,ARCY,16,14
Riot Squad,Riot Squad,Spirit,4,16
ex-Intic,9z,ex-Intic,16,7
ex-Intic,ex-Intic,9z,9,16
Virtus.pro,Virtus.pro,G2,2,16
call it luck,Asuna's Anime Aimers,call it luck,17,19
Asuna's Anime Aimers,call it luck,Asuna's Anime Aimers,16,9
HAVU,Triumph,HAVU,13,16
RBG,Third Impact,RBG,11,16
Third Impact,RBG,Third Impact,27,31
RBG,Third Impact,RBG,16,5
Brute,Universe,Brute,19,22
Universe,Brute,Universe,14,16
Universe,Brute,Universe,12,16
Thunder Logic,CSGO-MDL,Thunder Logic,16,5
Thunder Logic,Thunder Logic,CSGO-MDL,4,16
New England Whalers,New England Whalers,UCF Knights,25,23
UCF Knights,UCF Knights,New England Whalers,5,16
GODSENT,Illuminar,GODSENT,14,16
Illuminar,GODSENT,Illuminar,14,16
GODSENT,Illuminar,GODSENT,10,16
Virtus.pro,Virtus.pro,MIBR,16,14
forZe,Spirit,forZe,14,16
INTZ,HAVU,INTZ,16,9
Big Chillin,The Home of the Grave,Big Chillin,11,16
Virtus.pro,MIBR,Virtus.pro,16,3
Empire,Bad News Bandits,Empire,13,16
Kinship,Kinship,Arrow,16,11
Daryl's make a wish,call it luck,Daryl's make a wish,16,3
Daryl's make a wish,Daryl's make a wish,call it luck,16,14
Daryl's make a wish,Daryl's make a wish,call it luck,3,16
Riot Squad,Rugratz,Riot Squad,10,16
Riot Squad,Riot Squad,Rugratz,16,11
ORDER,Triumph,ORDER,11,16
ORDER,ORDER,Triumph,16,14
New England Whalers,New England Whalers,Divine,16,14
New England Whalers,Divine,New England Whalers,16,9
New England Whalers,Divine,New England Whalers,16,4
MIBR,MIBR,OG,7,16
Big Chillin,Oceanus,Big Chillin,16,8
Asuna's Anime Aimers,Asuna's Anime Aimers,Kinship,16,11
Empire,UCF Knights,Empire,16,8
paiN,W7M,paiN,21,25
W7M,paiN,W7M,16,2
Gorilla Gang,J Money Crew,Gorilla Gang,16,6
Gorilla Gang,Gorilla Gang,J Money Crew,9,16
MIBR,OG,MIBR,16,6
CSGO-MDL,CSGO-MDL,Third Impact,16,10
CSGO-MDL,Third Impact,CSGO-MDL,12,16
Cyberstorm,RBG,Cyberstorm,16,7
UCF Knights,UCF Knights,Daryl's make a wish,4,16
OG,FURIA,OG,14,16
Spirit,Riot Squad,Spirit,13,16
Riot Squad,Spirit,Riot Squad,10,16
Riot Squad,Riot Squad,Spirit,16,13
ORDER,INTZ,ORDER,16,6
ORDER,ORDER,INTZ,8,16
Thunder Logic,RBG,Thunder Logic,16,6
New England Whalers,Asuna's Anime Aimers,New England Whalers,12,16
FURIA,OG,FURIA,16,7
Divine,J Money Crew,Divine,16,5
J Money Crew,Divine,J Money Crew,16,7
Divine,J Money Crew,Divine,10,16
CSGO-MDL,CSGO-MDL,call it luck,19,16
call it luck,call it luck,CSGO-MDL,6,16
RBG,RBG,Gorilla Gang,16,14
Oceanus,Third Impact,Oceanus,14,16
FURIA,mousesports,FURIA,16,9
RBG,RBG,New England Whalers,4,16
Daryl's make a wish,Oceanus,Daryl's make a wish,16,5
FURIA,mousesports,FURIA,16,5
BTRG,BTRG,TYLOO,8,16
BTRG,BTRG,TYLOO,9,16
TYLOO,TYLOO,Syman,6,16
TYLOO,TYLOO,Syman,7,16
NEDS,NEDS,Chetz,6,16
Chetz,Chetz,NEDS,16,14
MAD Lions,MAD Lions,North,16,10
North,North,MAD Lions,16,14
North,North,MAD Lions,16,11
Juggernauts,pro100,Juggernauts,14,16
Juggernauts,Juggernauts,pro100,9,16
Juggernauts,Juggernauts,pro100,5,16
Fierce,Vexed,Fierce,17,19
Vexed,Fierce,Vexed,16,8
CR4ZY,CR4ZY,GODSENT,6,16
GODSENT,GODSENT,CR4ZY,3,16
GODSENT,GODSENT,CR4ZY,7,16
Copenhagen Flames,Juggernauts,Copenhagen Flames,12,16
Juggernauts,Copenhagen Flames,Juggernauts,16,6
New England Whalers,New England Whalers,call it luck,16,13
J Money Crew,J Money Crew,Oceanus,16,14
CSGO-MDL,Divine,CSGO-MDL,11,16
CSGO-MDL,Divine,CSGO-MDL,16,8
CSGO-MDL,CSGO-MDL,Divine,16,12
Chetz,Fierce,Chetz,10,16
Fierce,Chetz,Fierce,16,6
forZe,INTZ,forZe,13,16
forZe,forZe,INTZ,7,16
forZe,forZe,INTZ,16,12
Equinox,KINGZZZ,Equinox,16,9
Equinox,KINGZZZ,Equinox,16,4
Copenhagen Flames,Copenhagen Flames,pro100,16,10
Copenhagen Flames,pro100,Copenhagen Flames,16,8
Copenhagen Flames,Copenhagen Flames,pro100,8,16
OG,OG,mousesports,16,12
OG,mousesports,OG,16,5
mousesports,mousesports,OG,16,12
CR4ZY,North,CR4ZY,16,4
CR4ZY,North,CR4ZY,13,16
CR4ZY,North,CR4ZY,16,8
ECLOT,ECLOT,EXORS,16,14
ECLOT,EXORS,ECLOT,13,16
New England Whalers,J Money Crew,New England Whalers,10,16
J Money Crew,New England Whalers,J Money Crew,12,16
New England Whalers,J Money Crew,New England Whalers,16,3
Riot Squad,HAVU,Riot Squad,11,16
HAVU,Riot Squad,HAVU,14,16
Riot Squad,HAVU,Riot Squad,17,19
Virtus.pro,Virtus.pro,G2,16,12
Virtus.pro,G2,Virtus.pro,16,7
G2,Virtus.pro,G2,12,16
DETONA,paiN,DETONA,21,25
paiN,DETONA,paiN,15,19
paiN,paiN,DETONA,16,14
J Money Crew,Divine,J Money Crew,12,16
J Money Crew,J Money Crew,Divine,7,16
Divine,Divine,J Money Crew,16,10
mousesports,G2,mousesports,17,19
G2,mousesports,G2,1,16
mousesports,G2,mousesports,14,16
forZe,Riot Squad,forZe,13,16
forZe,forZe,Riot Squad,16,10
Divine,Divine,CSGO-MDL,5,16
Divine,CSGO-MDL,Divine,16,7
Winstrike,Wisla Krakow,Winstrike,12,16
Wisla Krakow,Wisla Krakow,Winstrike,4,16
Nordavind,Nordavind,SJ,19,17
Nordavind,Nordavind,SJ,16,10
AGO,AGO,PACT,16,14
PACT,PACT,AGO,9,16
Sprout,Movistar Riders,Sprout,16,9
Sprout,Movistar Riders,Sprout,14,16
Sprout,Sprout,Movistar Riders,9,16
Defusekids,Defusekids,Phoenix,8,16
Phoenix,Defusekids,Phoenix,11,16
Vitality,Vitality,EHOME,16,12
Vitality,EHOME,Vitality,1,16
Vexed,Vexed,Fierce,19,17
Fierce,Vexed,Fierce,14,16
Vexed,Fierce,Vexed,16,9
Heroic,Heroic,Natus Vincere,8,16
Heroic,Natus Vincere,Heroic,16,5
Vitality,Natus Vincere,Vitality,16,4
Natus Vincere,Vitality,Natus Vincere,16,3
Natus Vincere,Vitality,Natus Vincere,16,3
LDLC,LDLC,Heretics,16,14
LDLC,Heretics,LDLC,14,16
Owned,Owned,Cream,16,10
Cream,Owned,Cream,14,16
Owned,Owned,Cream,16,14
Evil Geniuses,forZe,Evil Geniuses,14,16
forZe,Evil Geniuses,forZe,16,4
Virtus.pro,Virtus.pro,mousesports,16,11
mousesports,mousesports,Virtus.pro,16,11
mousesports,mousesports,Virtus.pro,22,19
Juggernauts,Juggernauts,FATE,3,16
FATE,FATE,Juggernauts,16,12
mousesports,Evil Geniuses,mousesports,11,16
Evil Geniuses,mousesports,Evil Geniuses,16,4
Nexus,Budapest Five,Nexus,14,16
Budapest Five,Budapest Five,Nexus,16,13
Nexus,Nexus,Budapest Five,16,14
SKADE,HAVU,SKADE,16,5
SKADE,SKADE,HAVU,7,16
Redemption POA,Imperial,Redemption POA,16,4
Imperial,Redemption POA,Imperial,16,7
Redemption POA,Imperial,Redemption POA,15,19
Agressive,Agressive,DELIRAWOWZIK,8,16
DELIRAWOWZIK,DELIRAWOWZIK,Agressive,16,14
FURIA,TYLOO,FURIA,14,16
EHOME,Heroic,EHOME,16,5
Heroic,EHOME,Heroic,1,16
Hard Legion,Hard Legion,Spirit,16,14
Virtus.pro,forZe,Virtus.pro,16,3
Virtus.pro,Virtus.pro,forZe,16,13
forZe,forZe,Virtus.pro,16,10
ENCE,Movistar Riders,ENCE,16,7
ex-Virtus.pro,ex-Virtus.pro,Hard Legion,6,16
Hard Legion,ex-Virtus.pro,Hard Legion,10,16
G2,G2,BIG,16,12
Natus Vincere,Natus Vincere,Heroic,9,16
Heroic,Heroic,Natus Vincere,6,16
Heroic,Heroic,Natus Vincere,9,16
FURIA,Movistar Riders,FURIA,10,16
FURIA,FURIA,Movistar Riders,16,13
Espada,HAVU,Espada,16,4
HAVU,Espada,HAVU,16,19
Nordavind,Wisla Krakow,Nordavind,13,16
Wisla Krakow,Wisla Krakow,Nordavind,9,16
Hard Legion,Hard Legion,G2,9,16
Hard Legion,G2,Hard Legion,16,7
forZe,Evil Geniuses,forZe,16,6
forZe,forZe,Evil Geniuses,16,1
forZe,Evil Geniuses,forZe,10,16
Phoenix,Phoenix,Fierce,16,12
Fierce,Phoenix,Fierce,13,16
Fierce,Phoenix,Fierce,16,9
Nemiga,Nemiga,ARCY,6,16
ARCY,ARCY,Nemiga,16,12
Movistar Riders,Movistar Riders,Owned,16,14
Owned,Movistar Riders,Owned,13,16
Movistar Riders,Owned,Movistar Riders,12,16
ENCE,TYLOO,ENCE,13,16
ENCE,ENCE,TYLOO,16,10
Heretics,Phoenix,Heretics,16,6
Heretics,Phoenix,Heretics,16,9
Spirit,BIG,Spirit,11,16
BIG,Spirit,BIG,10,16
Spirit,BIG,Spirit,15,19
LDLC,Phoenix,LDLC,16,9
LDLC,Phoenix,LDLC,16,7
ENCE,Movistar Riders,ENCE,13,16
Movistar Riders,ENCE,Movistar Riders,16,8
Hard Legion,Spirit,Hard Legion,16,7
Hard Legion,Spirit,Hard Legion,16,5
AGO,AGO,SKADE,16,10
SKADE,AGO,SKADE,11,16
AGO,SKADE,AGO,15,19
paiN,paiN,RED Canids,16,14
RED Canids,RED Canids,paiN,7,16
BIG Academy,BIG Academy,ad hoc,8,16
ad hoc,BIG Academy,ad hoc,10,16
SKADE,SKADE,Nexus,16,13
SKADE,Nexus,SKADE,14,16
KPI,KPI,BIG,16,13
BIG,BIG,KPI,16,14
BIG,KPI,BIG,13,16
forZe,Heroic,forZe,16,6
Heroic,forZe,Heroic,12,16
HAVU,HAVU,Winstrike,16,10
Winstrike,HAVU,Winstrike,12,16
Winstrike,HAVU,Winstrike,11,16
Unicorns of Love,ad hoc,Unicorns of Love,12,16
Unicorns of Love,Unicorns of Love,ad hoc,16,11
Evil Geniuses,Natus Vincere,Evil Geniuses,10,16
Evil Geniuses,Natus Vincere,Evil Geniuses,14,16
RADNICKI,FATE,RADNICKI,16,7
FATE,FATE,RADNICKI,16,14
Nordavind,Nordavind,AGO,6,16
Nordavind,Nordavind,AGO,8,16
G2,G2,ENCE,16,13
ENCE,G2,ENCE,14,16
G2,ENCE,G2,17,19
Movistar Riders,KPI,Movistar Riders,13,16
KPI,Movistar Riders,KPI,16,6
ALTERNATE aTTaX,Unicorns of Love,ALTERNATE aTTaX,16,9
ALTERNATE aTTaX,ALTERNATE aTTaX,Unicorns of Love,7,16
ex-Intic,Rejected,ex-Intic,16,6
NOORG,Evolve,NOORG,16,6
Evolve,NOORG,Evolve,16,3
Evolve,Evolve,NOORG,8,16
ex-Intic,ex-Intic,Rejected,19,15
Rejected,Rejected,ex-Intic,16,10
FURIA Inagame,FURIA Inagame,Santos,16,10
SKADE,FATE,SKADE,14,16
SKADE,SKADE,FATE,8,16
FATE,SKADE,FATE,14,16
Isurus,Isurus,NOORG,16,13
NOORG,Isurus,NOORG,16,4
Alma,Falkol,Alma,16,9
FURIA,FURIA,Spirit,4,16
Spirit,FURIA,Spirit,11,16
9z,Rejected,9z,13,16
9z,9z,Rejected,7,16
Rejected,9z,Rejected,16,8
Santos,Santos,Alma,9,16
Alma,Alma,Santos,16,13
Falkol,FURIA Inagame,Falkol,16,9
FURIA Inagame,Falkol,FURIA Inagame,16,4
FURIA Inagame,FURIA Inagame,Falkol,3,16
Rejected,NOORG,Rejected,13,16
Rejected,Rejected,NOORG,16,10
Isurus,Isurus,9z,22,19
9z,9z,Isurus,9,16
Vitality,Vitality,Heroic,16,12
Vitality,Heroic,Vitality,12,16
PACT,PACT,MiTH.Maple,8,16
MiTH.Maple,MiTH.Maple,PACT,8,16
PACT,MiTH.Maple,PACT,16,3
HAVU,HAVU,AGO,8,16
HAVU,AGO,HAVU,16,3
mousesports,mousesports,Evil Geniuses,16,12
mousesports,mousesports,Evil Geniuses,16,14
Zorka,eNgine,Zorka,11,16
eNgine,Zorka,eNgine,16,9
Unique,Unique,Nemiga,9,16
Unique,Nemiga,Unique,17,19
Unique,Unique,Nemiga,9,16
Winstrike,Winstrike,AGO,8,16
AGO,AGO,Winstrike,16,12
iSellPower,Titanz,iSellPower,16,4
mousesports,mousesports,Vitality,19,16
Vitality,Vitality,mousesports,16,12
mousesports,Vitality,mousesports,16,9
G2,Spirit,G2,13,16
G2,Spirit,G2,11,16
Movistar Riders,BIG,Movistar Riders,10,16
Movistar Riders,Movistar Riders,BIG,16,14
Alma,FURIA Inagame,Alma,11,16
FURIA Inagame,Alma,FURIA Inagame,16,5
SG.pro,EXTREMUM,SG.pro,14,16
EXTREMUM,EXTREMUM,SG.pro,8,16
Alma,Alma,Falkol,16,13
Alma,Alma,Falkol,16,14
MiTH.Maple,MiTH.Maple,Nemiga,8,16
MiTH.Maple,Nemiga,MiTH.Maple,14,16
Nemiga,MiTH.Maple,Nemiga,10,16
Project X,Espada,Project X,16,8
Project X,Espada,Project X,20,22
Project X,Espada,Project X,14,16
NAVI Junior,NAVI Junior,Invictus,8,16
Invictus,NAVI Junior,Invictus,16,3
Invictus,NAVI Junior,Invictus,19,22
Ambush,PACT,Ambush,16,7
Ambush,Ambush,PACT,16,13
Ambush,Ambush,PACT,16,14
DreamEaters,DreamEaters,SKADE,7,16
DreamEaters,SKADE,DreamEaters,16,6
Project X,Project X,SG.pro,2,16
Project X,Project X,SG.pro,8,16
Juggernauts,Juggernauts,DreamEaters,16,11
DreamEaters,DreamEaters,Juggernauts,6,16
Espada,Espada,EXTREMUM,9,16
EXTREMUM,EXTREMUM,Espada,16,14
EXTREMUM,EXTREMUM,Rocketlauncher$,9,16
EXTREMUM,EXTREMUM,Rocketlauncher$,16,12
Rocketlauncher$,EXTREMUM,Rocketlauncher$,16,9
Project X,Project X,EXTREMUM,16,13
Project X,EXTREMUM,Project X,12,16
FATE,Brute,FATE,11,16
FATE,FATE,Brute,16,12
Invictus,Juggernauts,Invictus,16,8
Invictus,Invictus,Juggernauts,16,12
Juggernauts,Juggernauts,Invictus,16,11
NAVI Junior,DreamEaters,NAVI Junior,12,16
DreamEaters,NAVI Junior,DreamEaters,16,8
EXTREMUM,FATE,EXTREMUM,12,16
EXTREMUM,EXTREMUM,FATE,7,16
EXTREMUM,FATE,EXTREMUM,16,4
Brute,Rocketlauncher$,Brute,16,19
Rocketlauncher$,Brute,Rocketlauncher$,11,16
Brute,Brute,Rocketlauncher$,8,16
Ambush,Ambush,SKADE,16,12
SKADE,Ambush,SKADE,10,16
Ambush,Ambush,SKADE,9,16
